source_file,config_path,checkpoint,seed,source_index,source_name,task,variant_id,variant_label,decoder_type,beam_size,top_k,max_row_candidates,lambda_rule,length,runtime_seconds,total_violations,rule_violations_per_100_timesteps,parallel_fifths_per_100_timesteps,parallel_octaves_per_100_timesteps,voice_crossing_per_100_timesteps,spacing_per_100_timesteps,seventh_resolution_violation_rate,cadence_unknown_rate,claim_boundary
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,97,O Haupt voll Blut und Wunden,soprano_to_satb,beam_b2_k4,"Beam b=2, k=4",cih_beam,2,4,24,1.0,192,1.4451617999002337,22,11.458333333333334,0.0,0.0,0.0,0.0,0.005208333333333333,0.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,97,O Haupt voll Blut und Wunden,soprano_to_satb,beam_b4_k8,"Beam b=4, k=8",cih_beam,4,8,48,1.0,192,6.131212400039658,15,7.8125,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,97,O Haupt voll Blut und Wunden,soprano_to_satb,beam_b8_k12,"Beam b=8, k=12",cih_beam,8,12,96,1.0,192,29.546667200047523,15,7.8125,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,113,Von Gott will ich nicht lassen,soprano_to_satb,neural_argmax,Neural argmax,none,0,0,0,1.0,192,0.00172180007211864,18,9.375,1.0416666666666667,2.0833333333333335,0.0,0.0,0.005208333333333333,0.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,113,Von Gott will ich nicht lassen,soprano_to_satb,local_rule_repair,Local repair,local_rule_repair,0,0,0,1.0,192,0.015232200035825372,18,9.375,1.0416666666666667,2.0833333333333335,0.0,0.0,0.005208333333333333,0.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,113,Von Gott will ich nicht lassen,soprano_to_satb,beam_b2_k4,"Beam b=2, k=4",cih_beam,2,4,24,1.0,192,1.5830822999123484,29,15.104166666666666,0.0,0.5208333333333334,0.0,0.0,0.005208333333333333,0.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,113,Von Gott will ich nicht lassen,soprano_to_satb,beam_b4_k8,"Beam b=4, k=8",cih_beam,4,8,48,1.0,192,6.489112900104374,27,14.0625,0.0,0.5208333333333334,0.0,0.0,0.005208333333333333,0.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,113,Von Gott will ich nicht lassen,soprano_to_satb,beam_b8_k12,"Beam b=8, k=12",cih_beam,8,12,96,1.0,192,27.54548260010779,18,9.375,0.0,0.5208333333333334,0.0,0.0,0.005208333333333333,0.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,115,"Nun lob’, mein’ Seel’, den Herren",soprano_to_satb,neural_argmax,Neural argmax,none,0,0,0,1.0,256,0.0030795999336987734,45,17.578125,1.171875,3.125,1.5625,4.6875,0.01171875,1.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,115,"Nun lob’, mein’ Seel’, den Herren",soprano_to_satb,local_rule_repair,Local repair,local_rule_repair,0,0,0,1.0,256,0.019483299925923347,28,10.9375,1.171875,2.734375,0.0,0.0,0.01171875,1.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
